Word,V.Mean.Sum,A.Mean.Sum,Number of Anagrams,Anagrams
shred,4.53,3.7,3,"['herds', 'sherd', 'shred']"
shrewd,4.4,4.18,1,['shrewd']
shrine,5.38,3.35,3,"['renish', 'shiner', 'shrine']"
shrivel,4.21,4.14,1,['shrivel']
shroud,4.21,3.4,1,['shroud']
shrug,4.71,3.9,3,"['grush', 'gursh', 'shrug']"
shuffle,4.72,3.45,1,['shuffle']
shuffleboard,4.77,3.92,1,['shuffleboard']
shuffling,4.85,4.68,1,['shuffling']
shunt,4.2,3.76,2,"['hunts', 'shunt']"
shut,4.5,4.05,5,"['hust', 'huts', 'shut', 'thus', 'tush']"
shuteye,5.47,3.06,1,['shuteye']
shutter,4.7,3.38,1,['shutter']
shuttle,5.65,3.81,1,['shuttle']
shy,5.16,3.33,1,['shy']
shyness,4.43,3,1,['shyness']
side,5.32,3.14,7,"['deis', 'desi', 'dies', 'ides', 'ised', 'seid', 'side']"
sidearm,4.55,3.67,4,"['admires', 'misread', 'sedarim', 'sidearm']"
sidebar,4.95,3.85,5,"['abiders', 'braised', 'darbies', 'seabird', 'sidebar']"
sideburns,4.18,4.29,2,"['burnsides', 'sideburns']"
sideline,4.55,3.35,1,['sideline']
sideshow,4.86,5,1,['sideshow']
sidewalk,5.67,3.65,2,"['sidewalk', 'walkside']"
sidewinder,4.26,5.09,1,['sidewinder']
sift,5.09,3.67,3,"['fist', 'fits', 'sift']"
sigh,4.29,2.91,3,"['ghis', 'gish', 'sigh']"
sighting,5.57,4.26,1,['sighting']
sigma,4.83,3.23,2,"['agism', 'sigma']"
sign,5.27,3.19,4,"['gins', 'sign', 'sing', 'snig']"
signal,5.27,4.05,9,"['algins', 'aligns', 'glanis', 'lasing', 'liangs', 'ligans', 'lingas', 'sangil', 'signal']"
signature,5.57,3.3,2,"['gauntries', 'signature']"
signify,5.16,4.8,1,['signify']
silence,5.25,3.48,3,"['license', 'selenic', 'silence']"
silent,5.14,3.21,6,"['enlist', 'inlets', 'listen', 'silent', 'slinte', 'tinsel']"
silicon,5.1,4.05,1,['silicon']
silicone,4.26,3.44,2,"['isocline', 'silicone']"
sill,5,3.36,2,"['ills', 'sill']"
silo,4.59,2.9,6,"['lois', 'oils', 'silo', 'siol', 'soil', 'soli']"
silverware,5.76,2.96,1,['silverware']
silvery,5.72,3.67,3,"['livyers', 'silvery', 'slivery']"
simpleton,4.53,3.18,2,"['simpleton', 'spoilment']"
simulate,5.76,4.84,1,['simulate']
simulated,5.63,4.61,1,['simulated']
simulation,5.67,3.83,1,['simulation']
simultaneous,5.57,3.48,1,['simultaneous']
single,5.39,3.85,6,"['glinse', 'ingles', 'lignes', 'seling', 'single', 'slinge']"
singular,4.89,3.12,1,['singular']
singularity,4.6,3.22,1,['singularity']
sink,4.62,3.7,4,"['inks', 'kins', 'sink', 'skin']"
sinker,4.84,3.45,5,"['inkers', 'kirsen', 'resink', 'reskin', 'sinker']"
sip,5.38,2.71,4,"['ips', 'pis', 'psi', 'sip']"
sir,5.45,4.33,3,"['irs', 'sir', 'sri']"
sire,5.38,3.54,8,"['eris', 'ires', 'reis', 'ries', 'rise', 'seri', 'sier', 'sire']"
sisterhood,5.68,4.33,2,"['diorthoses', 'sisterhood']"
sit,5.82,3.19,5,"['ist', 'its', 'sit', 'tis', 'tsi']"
site,5.22,3.55,3,"['seit', 'site', 'ties']"
sitter,4.89,2.73,6,"['sitter', 'streit', 'titers', 'titres', 'tretis', 'triste']"
situation,5.33,4.05,1,['situation']
six,4.85,3.18,2,"['six', 'xis']"
sixpence,4.62,3.52,1,['sixpence']
sixty,4.7,3.9,2,"['sixty', 'xysti']"
size,5.61,3.14,1,['size']
ska,4.57,3.56,3,"['ask', 'kas', 'sak']"
skateboard,5.16,4,1,['skateboard']
skedaddle,5.24,4.11,1,['skedaddle']
skeet,4.25,5.1,5,"['keest', 'keets', 'skeet', 'skete', 'steek']"
skeleton,4.37,4.55,1,['skeleton']
skeptic,4.21,5.35,3,"['pickets', 'skeptic', 'spicket']"
skepticism,4.3,5.3,1,['skepticism']
skewer,5.37,4.81,2,"['reskew', 'skewer']"
skier,5.76,3.14,5,"['keirs', 'kiers', 'kreis', 'siker', 'skier']"
skijump,5.11,5.5,0,[]
skillet,5.85,3.24,1,['skillet']
skim,4.67,3.55,1,['skim']
skimpy,4.65,4,1,['skimpy']
skin,5.78,3.25,4,"['inks', 'kins', 'sink', 'skin']"
skinny,5.36,4.27,1,['skinny']
skip,4.76,4.25,4,"['kips', 'pisk', 'skip', 'spik']"
skirmish,4.25,5.11,2,"['skirmish', 'smirkish']"
skit,5.63,4.8,3,"['kist', 'kits', 'skit']"
skittish,4.27,4.95,1,['skittish']
skyscraper,5.84,5.33,1,['skyscraper']
slab,4.7,2.4,5,"['albs', 'bals', 'blas', 'labs', 'slab']"
slam,4.79,4.61,4,"['alms', 'lams', 'salm', 'slam']"
slang,5.25,4.47,2,"['glans', 'slang']"
slant,4.84,4.1,1,['slant']
slash,4.85,5.65,1,['slash']
slate,4.77,3.19,12,"['astel', 'least', 'salet', 'setal', 'slate', 'stale', 'steal', 'stela', 'taels', 'tales', 'teals', 'tesla']"
slayer,4.43,4.88,4,"['layers', 'relays', 'reslay', 'slayer']"
sledge,4.55,3.25,4,"['gledes', 'gleeds', 'ledges', 'sledge']"
sleeper,5.84,3.04,2,"['peelers', 'sleeper']"
sleepy,4.36,3.04,1,['sleepy']
sleepyhead,5.43,2.85,1,['sleepyhead']
sleet,4.4,4,7,"['leets', 'leste', 'sleet', 'slete', 'steel', 'stele', 'teles']"
sleight,4.65,3.24,1,['sleight']
slice,5.05,3.5,4,"['ceils', 'sicel', 'sicle', 'slice']"
slick,5,4.17,2,"['licks', 'slick']"
slicker,4.84,3.82,3,"['lickers', 'sickler', 'slicker']"
slide,5.71,3.3,6,"['deils', 'delis', 'idles', 'isled', 'sidle', 'slide']"
slight,4.6,3.78,2,"['lights', 'slight']"
sling,4.26,4.9,2,"['lings', 'sling']"
slingshot,5.41,5.47,1,['slingshot']
slinky,4.63,3.95,1,['slinky']
slip,4.33,4.7,3,"['lips', 'lisp', 'slip']"
slipper,5.8,3.83,3,"['lippers', 'ripples', 'slipper']"
slippery,4.38,5.35,1,['slippery']
slit,4.26,4.23,5,"['list', 'lits', 'silt', 'slit', 'tils']"
sliver,5.75,3.85,5,"['ervils', 'livers', 'livres', 'silver', 'sliver']"
slogan,4.9,3.45,4,"['anglos', 'logans', 'losang', 'slogan']"
slope,5.42,3.59,6,"['elops', 'lopes', 'olpes', 'poles', 'slope', 'spole']"
slot,5.2,4.1,3,"['lost', 'lots', 'slot']"
slugger,4.67,4.96,3,"['gurgles', 'luggers', 'slugger']"
slurp,5,4.81,3,"['purls', 'slurp', 'spurl']"
slush,4.68,4.16,2,"['shuls', 'slush']"
small,5.76,3.43,2,"['malls', 'small']"
smartass,5.1,5.45,1,['smartass']
smash,4.68,5.76,2,"['shams', 'smash']"
smidgen,5.17,3.95,1,['smidgen']
smirk,5.32,4.7,2,"['mirks', 'smirk']"
smithereens,4.16,5.14,2,"['intermeshes', 'smithereens']"
smock,5.25,3.39,2,"['mocks', 'smock']"
smudge,4.29,3.32,2,"['degums', 'smudge']"
snafu,4.6,4.36,2,"['fauns', 'snafu']"
snail,4.52,3.05,5,"['anils', 'nails', 'sinal', 'slain', 'snail']"
snakeskin,4.41,4.71,1,['snakeskin']
snap,4.42,3.42,4,"['naps', 'pans', 'snap', 'span']"
snapper,4.43,4.81,2,"['nappers', 'snapper']"
snappy,5.55,5.05,1,['snappy']
snapshot,5.84,4.28,1,['snapshot']
snare,4.79,4.7,7,"['anser', 'earns', 'nares', 'nears', 'rasen', 'saner', 'snare']"
snatch,4.64,4.77,4,"['chanst', 'chants', 'snatch', 'stanch']"
sneak,4.33,5.45,4,"['kanes', 'skean', 'snake', 'sneak']"
sneaker,5.85,3.45,2,"['keresan', 'sneaker']"
sniff,5.1,4.95,1,['sniff']
snip,4.32,4.74,5,"['insp', 'nips', 'pins', 'snip', 'spin']"
snort,4.55,4.19,1,['snort']
snout,4.48,3.39,4,"['notus', 'snout', 'stoun', 'tonus']"
snowboard,5.09,4.95,0,[]
snowplow,5.05,3.39,1,['snowplow']
snug,5.63,3.25,4,"['gnus', 'guns', 'snug', 'sung']"
soapbox,4.9,4.22,1,['soapbox']
soapy,5.27,4.27,1,['soapy']
soccer,5.84,4.68,2,"['scorce', 'soccer']"
socialite,4.95,4.24,2,"['aeolistic', 'socialite']"
society,5.24,4.55,1,['society']
sociology,4.6,3.82,1,['sociology']
sock,4.43,3.09,1,['sock']
socket,4.45,4.04,1,['socket']
sod,4.85,2.14,3,"['dos', 'ods', 'sod']"
soda,5.47,4.77,4,"['ados', 'dosa', 'sado', 'soda']"
sodium,4.17,3.73,3,"['modius', 'odiums', 'sodium']"
softball,5.53,4.1,1,['softball']
soil,5.21,2.76,6,"['lois', 'oils', 'silo', 'siol', 'soil', 'soli']"
soldier,5.45,5.9,2,"['soldier', 'solider']"
sole,4.9,3.78,5,"['leos', 'lose', 'oles', 'sloe', 'sole']"
solemn,4.66,2.9,3,"['lemons', 'melons', 'solemn']"
solicitation,4.2,4.43,2,"['coalitionist', 'solicitation']"
solid,5.65,2.36,7,"['dilos', 'diols', 'idols', 'lidos', 'sloid', 'soldi', 'solid']"
solidarity,5.71,4,1,['solidarity']
solitaire,5.62,3.65,2,"['oralities', 'solitaire']"
solitary,4.65,2.96,2,"['royalist', 'solitary']"
solitude,4.76,3.18,4,"['delitous', 'outslide', 'solitude', 'toluides']"
solvent,4.79,2.77,1,['solvent']
sonar,5.32,4.11,6,"['arson', 'orans', 'rason', 'roans', 'saron', 'sonar']"
sonic,5.32,4.82,7,"['cions', 'coins', 'cosin', 'icons', 'oscin', 'scion', 'sonic']"
soot,5.19,4.65,2,"['oots', 'soot']"
sophomore,5,3.81,2,"['osmophore', 'sophomore']"
soprano,4.95,4.62,2,"['pronaos', 'soprano']"
sorcerer,5.76,4.73,1,['sorcerer']
sorcery,5.14,4.33,1,['sorcery']
sorority,4.95,4.28,1,['sorority']
sorry,4.81,4.62,1,['sorry']
soundproof,5.77,2.9,1,['soundproof']
source,5.48,4.5,4,"['cerous', 'course', 'crouse', 'source']"
southbound,5.14,3.67,1,['southbound']
southeast,5.8,3.6,1,['southeast']
southern,5.67,3.09,1,['southern']
southpaw,5.32,3.48,1,['southpaw']
southwest,5.8,2.52,1,['southwest']
sovereign,4.96,3.68,2,"['overseing', 'sovereign']"
sovereignty,4.89,4.67,1,['sovereignty']
sow,5.11,3.71,2,"['sow', 'wos']"
soy,4.79,3.29,1,['soy']
soybean,5.43,3.3,1,['soybean']
spacecraft,5.58,6.27,1,['spacecraft']
spaceship,5.61,6,1,['spaceship']
spacing,5.21,3.19,2,"['scaping', 'spacing']"
spade,5.48,3.74,5,"['adeps', 'depas', 'sepad', 'spade', 'spaed']"
span,5.74,3.1,4,"['naps', 'pans', 'snap', 'span']"
spandex,4.6,4.17,2,"['expands', 'spandex']"
spaniel,5.67,4.15,5,"['alpines', 'espinal', 'pinales', 'spaniel', 'splenia']"
spar,5.43,3.36,4,"['pars', 'raps', 'rasp', 'spar']"
spare,5.57,4.45,14,"['apers', 'apres', 'asper', 'pares', 'parse', 'pears', 'prase', 'presa', 'rapes', 'reaps', 'repas', 'spaer', 'spare', 'spear']"
spatial,4.73,3.38,1,['spatial']
spatula,5.14,2.86,1,['spatula']
spawn,4.85,4,2,"['pawns', 'spawn']"
speaker,5.32,4.35,2,"['respeak', 'speaker']"
speakerphone,5,3.18,1,['speakerphone']
spear,4.43,4.7,14,"['apers', 'apres', 'asper', 'pares', 'parse', 'pears', 'prase', 'presa', 'rapes', 'reaps', 'repas', 'spaer', 'spare', 'spear']"
spec,4.5,3.87,3,"['ceps', 'psec', 'spec']"
specialist,5.52,4.27,2,"['plasticise', 'specialist']"
specialty,5.48,3.7,1,['specialty']
species,5.26,3.73,1,['species']
specific,5.48,2.55,1,['specific']
specify,5.53,3.64,1,['specify']
specimen,4.4,3.24,1,['specimen']
speck,4.33,3.95,2,"['pecks', 'speck']"
speckled,5.78,4.45,1,['speckled']
specs,5.16,2.95,1,['specs']
spectacle,5.61,4.4,1,['spectacle']
spectator,5.58,3.44,1,['spectator']
spectral,5.53,4.95,4,"['scarplet', 'sceptral', 'scraplet', 'spectral']"
speculate,5.63,4.53,2,"['peculates', 'speculate']"
speculation,4.67,4.75,2,"['peculations', 'speculation']"
speech,5.62,4.1,2,"['cheeps', 'speech']"
speechless,4.53,3.45,1,['speechless']
spelling,5.75,3.62,1,['spelling']
spender,5.38,4.43,1,['spender']
sperm,5.47,4.86,2,"['perms', 'sperm']"
sphincter,4.37,4,1,['sphincter']
spike,4.23,5.35,3,"['kepis', 'pikes', 'spike']"
spin,4.9,3.68,5,"['insp', 'nips', 'pins', 'snip', 'spin']"
spinach,5.81,3.43,1,['spinach']
spindle,4.44,3.55,2,"['spindle', 'splined']"
spine,5.33,3.14,6,"['insep', 'peins', 'penis', 'pines', 'snipe', 'spine']"
spinner,4.58,4.55,2,"['pinners', 'spinner']"
spiritual,5.82,4.82,1,['spiritual']
spitfire,5.18,5.42,1,['spitfire']
splatter,4.57,5.37,5,"['partlets', 'platters', 'prattles', 'splatter', 'sprattle']"
spleen,4.47,3.55,1,['spleen']
splice,4.74,3.67,2,"['clipse', 'splice']"
split,4.5,5.55,3,"['slipt', 'spilt', 'split']"
spokesman,4.9,2.9,1,['spokesman']
spokesperson,4.95,3.95,1,['spokesperson']
sponge,5.45,4.25,2,"['pengos', 'sponge']"
sponsor,5.3,4.05,1,['sponsor']
sponsorship,5.71,4.95,1,['sponsorship']
spooky,4.4,6,1,['spooky']
spool,5.71,3.37,5,"['loops', 'polos', 'pools', 'sloop', 'spool']"
spoonful,5.29,2.62,1,['spoonful']
sportswriter,5.71,4.42,1,['sportswriter']
sporty,5.78,4.55,2,"['sporty', 'sproty']"
spot,5.12,2.95,6,"['opts', 'post', 'pots', 'spot', 'stop', 'tops']"
spotlight,5.74,4.95,2,"['spotlight', 'stoplight']"
spotter,5.37,3,3,"['potters', 'protest', 'spotter']"
spotty,4.29,4,1,['spotty']
spout,5.29,3.14,4,"['potus', 'pouts', 'spout', 'stoup']"
spray,5.06,4,4,"['prays', 'raspy', 'spary', 'spray']"
spread,5.57,4.15,7,"['drapes', 'padres', 'parsed', 'rasped', 'spader', 'spared', 'spread']"
spreader,4.17,3.71,2,"['respread', 'spreader']"
sprint,5.67,5.9,2,"['prints', 'sprint']"
sprite,5.85,3.83,8,"['esprit', 'priest', 'pteris', 'ripest', 'sitrep', 'sprite', 'stripe', 'tripes']"
sprout,5.7,3.59,3,"['sprout', 'stroup', 'stupor']"
spruce,5.55,3.18,1,['spruce']
spud,5.05,4.05,3,"['dups', 'puds', 'spud']"
spunky,5.55,5,1,['spunky']
spur,5,4.48,3,"['purs', 'spur', 'supr']"
spy,4.68,4.74,1,['spy']
squad,5.35,4.33,2,"['quads', 'squad']"
squadron,4.4,4.25,1,['squadron']
squall,4.32,4.1,1,['squall']
square,5.11,3.33,1,['square']
squash,4.28,3.88,1,['squash']
squat,4.65,4.05,1,['squat']
squaw,4.71,5.5,1,['squaw']
squawk,5.11,4,1,['squawk']
squeak,4.95,4.79,2,"['quakes', 'squeak']"
squeaky,4.63,4.22,1,['squeaky']
squeal,5.14,5.45,4,"['equals', 'lasque', 'quesal', 'squeal']"
squeeze,4.85,3.91,1,['squeeze']
squid,4.62,4.04,2,"['quids', 'squid']"
squint,4.4,3.71,2,"['quints', 'squint']"
squire,4.67,3.48,3,"['quires', 'risque', 'squire']"
squirrel,5.71,4.48,1,['squirrel']
squirt,5.67,4.56,2,"['quirts', 'squirt']"
squishy,5,4.43,1,['squishy']
stabilizer,5.67,3.1,1,['stabilizer']
stable,5.2,3.11,5,"['ablest', 'belast', 'bleats', 'stable', 'tables']"
stack,5.33,3.33,2,"['stack', 'tacks']"
stadium,5.53,5.25,2,"['dumaist', 'stadium']"
staff,5.18,4.3,1,['staff']
stag,5.16,4.5,5,"['agst', 'gast', 'gats', 'stag', 'tags']"
stage,5.67,3.76,4,"['gates', 'geast', 'getas', 'stage']"
stagecoach,5.11,3.89,1,['stagecoach']
stagehand,4.76,4.09,1,['stagehand']
stainless,5.85,3.36,4,"['saintless', 'saltiness', 'slatiness', 'stainless']"
stair,5.14,4.4,9,"['airts', 'arist', 'astir', 'sitar', 'stair', 'stria', 'tarsi', 'tisar', 'trias']"
staircase,5.2,3.3,2,"['caesarist', 'staircase']"
stairs,5.48,3.59,3,"['sistra', 'sitars', 'stairs']"
stairway,5.62,3.44,1,['stairway']
stairwell,5.67,2.96,1,['stairwell']
stake,4.78,3.42,7,"['keats', 'skate', 'skeat', 'stake', 'steak', 'takes', 'teaks']"
stakeout,4.43,5.9,3,"['outtakes', 'stakeout', 'takeouts']"
stall,4.32,2.9,1,['stall']
stamp,5.8,3.45,2,"['stamp', 'tamps']"
stampede,4.48,6.2,2,"['stampede', 'stepdame']"
stand,5.27,3.1,2,"['dasnt', 'stand']"
standard,4.76,3.61,1,['standard']
standardized,4.48,3.65,1,['standardized']
standby,4.68,3.28,1,['standby']
standpoint,5.1,4.17,1,['standpoint']
standstill,4.74,3.18,2,"['standstill', 'stillstand']"
staple,5,4.48,9,"['palest', 'palets', 'pastel', 'petals', 'plates', 'pleats', 'septal', 'staple', 'tepals']"
stapler,5.25,3.29,9,"['palster', 'palters', 'pastler', 'persalt', 'plaster', 'platers', 'psalter', 'spartle', 'stapler']"
starboard,5.42,4.11,1,['starboard']
starch,4.95,3.9,4,"['charts', 'scarth', 'scrath', 'starch']"
stardom,5.85,5.45,2,"['stardom', 'tsardom']"
stare,4.45,4.68,14,"['arest', 'aster', 'astre', 'rates', 'reast', 'resat', 'serta', 'stare', 'strae', 'tares', 'tarse', 'tears', 'teras', 'treas']"
starling,5.53,4.32,2,"['rastling', 'starling']"
starter,5.71,4,3,"['ratters', 'restart', 'starter']"
startle,4.65,4.4,5,"['rattles', 'slatter', 'starlet', 'startle', 'stralet']"
startled,4.53,5.67,1,['startled']
startling,5.17,5.23,2,"['rattlings', 'startling']"
stash,5.24,4.64,1,['stash']
stat,4.86,3.76,2,"['stat', 'tats']"
state,5.73,3.29,5,"['state', 'taste', 'tates', 'teats', 'testa']"
stately,5.05,3.1,2,"['stately', 'stylate']"
statement,5.32,3.7,2,"['statement', 'testament']"
stateroom,5.64,3.63,2,"['amorettos', 'stateroom']"
stateside,4.84,3.77,2,"['stateside', 'steadiest']"
statesman,4.58,2.89,1,['statesman']
static,4.41,3.33,3,"['attics', 'static', 'sticta']"
station,5.5,3,1,['station']
stationary,5.45,2.72,1,['stationary']
stationery,5.6,3.06,1,['stationery']
statistic,4.55,4.5,2,"['atticists', 'statistic']"
statistical,5.1,3.19,1,['statistical']
stature,5.7,3.57,2,"['stature', 'stauter']"
status,4.89,3.83,2,"['status', 'suttas']"
statute,5.18,3.65,2,"['statute', 'tautest']"
statutory,4.37,5,1,['statutory']
stead,5.32,2.76,6,"['dates', 'sated', 'sedat', 'stade', 'stead', 'tsade']"
stealth,5.45,4.22,2,"['stealth', 'stethal']"
steam,5.4,4,8,"['mates', 'meats', 'metas', 'satem', 'steam', 'stema', 'tames', 'teams']"
steamboat,5.52,5.14,1,['steamboat']
steamer,4.91,3.73,1,['steamer']
steaming,5.05,3.56,4,"['mangiest', 'mintages', 'misagent', 'steaming']"
steel,4.95,3.86,7,"['leets', 'leste', 'sleet', 'slete', 'steel', 'stele', 'teles']"
steep,5.32,4.95,3,"['peste', 'spete', 'steep']"
steeple,5.62,3.04,1,['steeple']
steer,5.68,5.05,11,"['ester', 'estre', 'reest', 'reset', 'steer', 'stere', 'stree', 'teres', 'terse', 'trees', 'tsere']"
steering,4.9,3.22,6,"['energist', 'gentries', 'ingester', 'integers', 'reesting', 'steering']"
stem,5.1,3.47,3,"['mest', 'mets', 'stem']"
stenographer,4.95,3.81,1,['stenographer']
step,5.68,3.48,5,"['pest', 'pets', 'sept', 'spet', 'step']"
stepdaughter,5.47,3.55,1,['stepdaughter']
steps,4.95,3,3,"['pests', 'septs', 'steps']"
stepson,4.81,3.65,1,['stepson']
sterile,4.57,4.47,2,"['leister', 'sterile']"
sterilize,5.59,4.24,2,"['listerize', 'sterilize']"
sternum,4.45,3.71,2,"['munster', 'sternum']"
stethoscope,5.14,4.56,1,['stethoscope']
steward,5.06,2.57,2,"['steward', 'strawed']"
stick,5.27,3.81,2,"['stick', 'ticks']"
sticker,5.57,4.05,3,"['rickets', 'sticker', 'tickers']"
sticky,4.65,4.75,1,['sticky']
stiff,4.29,4,2,"['stiff', 'tiffs']"
stillness,5.19,2.78,1,['stillness']
stimulation,5.14,4.71,2,"['mutilations', 'stimulation']"
stimulus,5.63,4.7,1,['stimulus']
stint,4.57,3.33,2,"['stint', 'tints']"
stipulate,4.86,4.11,1,['stipulate']
stir,5.35,3.05,2,"['rist', 'stir']"
stitch,4.95,3.36,1,['stitch']
stitching,4.68,3.52,1,['stitching']
stock,5.5,3.5,1,['stock']
stockholder,4.9,3.5,1,['stockholder']
stocking,5.33,4.08,1,['stocking']
stockpile,5.53,4.55,1,['stockpile']
stockroom,4.86,3.26,1,['stockroom']
stoic,4.47,3.29,3,"['ostic', 'sciot', 'stoic']"
stomach,4.53,3.76,1,['stomach']
stone,4.81,3.25,7,"['notes', 'onset', 'seton', 'steno', 'stone', 'tenso', 'tones']"
stonewall,4.58,3.7,1,['stonewall']
stony,4.53,4.09,1,['stony']
stool,4.47,2.39,6,"['loots', 'lotos', 'sloot', 'sotol', 'stool', 'tools']"
stoop,4.67,3.17,3,"['spoot', 'stoop', 'topos']"
stop,4.73,4.14,6,"['opts', 'post', 'pots', 'spot', 'stop', 'tops']"
stopover,4.5,3.43,3,"['overpost', 'overtops', 'stopover']"
stopper,4.65,4.35,2,"['stopper', 'toppers']"
stopwatch,5.05,4.05,1,['stopwatch']
storage,4.95,3.68,4,"['garotes', 'orgeats', 'storage', 'tagsore']"
storefront,5.76,3,1,['storefront']
storeroom,5.43,2.9,1,['storeroom']
storm,5.74,5.86,3,"['morts', 'storm', 'strom']"
stormy,5.14,6.52,1,['stormy']
stout,5.29,3.35,3,"['stout', 'toust', 'touts']"
stove,5.63,3.82,3,"['ovest', 'stove', 'votes']"
stow,5,2.9,7,"['sowt', 'stow', 'swot', 'tows', 'twos', 'wost', 'wots']"
stowaway,4.35,4.23,2,"['stowaway', 'towaways']"
straddle,5.62,5,1,['straddle']
strand,5,3.27,1,['strand']
strange,4.72,3.5,5,"['angster', 'argents', 'garnets', 'nagster', 'strange']"
strap,5.1,4.23,7,"['parts', 'prats', 'spart', 'sprat', 'strap', 'tarps', 'traps']"
strapless,5.65,5.25,2,"['psaltress', 'strapless']"
strapping,4.77,4.77,2,"['strapping', 'trappings']"
strategist,5.29,5.15,1,['strategist']
stratosphere,5.52,4.19,1,['stratosphere']
streak,5.37,4.5,6,"['skater', 'staker', 'strake', 'streak', 'takers', 'tasker']"
streamline,5.3,3.64,2,"['eternalism', 'streamline']"
street,5.07,3.45,4,"['retest', 'setter', 'street', 'tester']"
streetcar,5.44,3.75,2,"['scatterer', 'streetcar']"
streetlight,4.9,3.78,1,['streetlight']
stretch,5,4.73,1,['stretch']
stride,5.81,4.1,6,"['direst', 'disert', 'dister', 'driest', 'sterid', 'stride']"
string,5.25,3.8,1,['string']
strings,5.28,2.58,1,['strings']
strip,4.68,5.27,5,"['spirt', 'sprit', 'stirp', 'strip', 'trips']"
stripe,5.24,3.67,8,"['esprit', 'priest', 'pteris', 'ripest', 'sitrep', 'sprite', 'stripe', 'tripes']"
striped,4.81,4.38,2,"['spirted', 'striped']"
stripper,5.19,5.57,2,"['stripper', 'trippers']"
striptease,5.32,6.8,2,"['striptease', 'tapestries']"
stroke,4.19,4.95,3,"['stoker', 'stroke', 'trokes']"
stroller,5.75,3.22,2,"['stroller', 'trollers']"
stronghold,5.44,3.95,1,['stronghold']
structural,5.6,3.67,1,['structural']
structure,5.68,4,1,['structure']
strut,5.6,5.46,3,"['strut', 'sturt', 'trust']"
stubby,4.5,4.14,1,['stubby']
stud,4.89,5.14,2,"['dust', 'stud']"
study,5.78,2.55,2,"['dusty', 'study']"
stump,4.62,3.85,3,"['stump', 'sumpt', 'tumps']"
stun,4.55,5.5,5,"['nuts', 'stun', 'sunt', 'tsun', 'tuns']"
stunner,5.76,4.5,2,"['stunner', 'unstern']"
stunt,4.95,4.81,1,['stunt']
styling,5.7,3.72,1,['styling']
stylish,5.68,4.27,1,['stylish']
suave,5.43,3.14,3,"['sauve', 'suave', 'uveas']"
sub,5,3.35,2,"['bus', 'sub']"
subatomic,5.53,4.57,1,['subatomic']
subcommittee,5.1,4.15,1,['subcommittee']
subconscious,5.5,4,1,['subconscious']
subdivision,4.74,3.25,1,['subdivision']
subdural,4.4,3.09,1,['subdural']
subject,5.33,4.2,1,['subject']
sublet,5.27,4.21,6,"['bluest', 'bluets', 'bustle', 'butles', 'sublet', 'subtle']"
sublevel,4.95,3.32,1,['sublevel']
subliminal,5.19,4.17,1,['subliminal']
submerge,4.47,4.14,1,['submerge']
submersible,4.5,4.32,1,['submersible']
submission,4.6,4.29,1,['submission']
submissive,4.67,3.32,1,['submissive']
subordinate,4.44,3.09,1,['subordinate']
subscribe,5.43,4.26,1,['subscribe']
subscriber,5.71,2.95,1,['subscriber']
subscription,5.29,3.05,1,['subscription']
subsequent,5.16,4,1,['subsequent']
subside,5.42,3.1,1,['subside']
subsidiary,4.8,3.38,1,['subsidiary']
subspace,4.45,3.73,1,['subspace']
substance,4.29,3.62,1,['substance']
substantiate,5.37,3.52,1,['substantiate']
substation,4.43,3.29,1,['substation']
substitute,4.91,3.59,1,['substitute']
substitution,4.95,3.24,1,['substitution']
subterranean,4.75,5.1,1,['subterranean']
subtext,4.53,3.71,1,['subtext']
subtitle,5.41,3.25,1,['subtitle']
subtle,5.62,3.37,6,"['bluest', 'bluets', 'bustle', 'butles', 'sublet', 'subtle']"
subtlety,4.6,3.85,1,['subtlety']
subtract,4.25,3.96,1,['subtract']
suburb,5.52,4.25,1,['suburb']
suburban,5.85,3.41,1,['suburban']
suburbia,5.52,3.75,1,['suburbia']
subway,5.44,4.41,2,"['busway', 'subway']"
succession,4.52,3.74,1,['succession']
suction,4.25,3.81,3,"['cotinus', 'suction', 'unstoic']"
suds,5.24,3.73,1,['suds']
suede,5.36,2.75,1,['suede']
suffice,5.52,3.25,1,['suffice']
suggest,5.55,3.75,1,['suggest']
suggestion,5.79,4.18,1,['suggestion']
suggestive,4.95,4.44,1,['suggestive']
suitable,5.7,3,2,"['sabulite', 'suitable']"
suitcase,5.25,3.24,2,"['sauciest', 'suitcase']"
suitor,5.63,3.67,2,"['suitor', 'tursio']"
sulfate,4.63,3.67,1,['sulfate']
sulfur,4.5,3.86,1,['sulfur']
sultan,4.48,3.48,2,"['sultan', 'unsalt']"
sum,5.71,3.1,2,"['mus', 'sum']"
summarize,4.89,2.8,1,['summarize']
summary,5.05,3.29,1,['summary']
summation,4.85,4.15,1,['summation']
summit,5.5,4.35,2,"['mutism', 'summit']"
summon,5.58,4.67,2,"['musmon', 'summon']"
sumo,4.45,3.71,3,"['muso', 'soum', 'sumo']"
sunken,4.42,3.95,1,['sunken']
sunscreen,5.77,3.95,1,['sunscreen']
sunup,5.71,3.28,2,"['sunup', 'upsun']"
sup,5.53,4.3,3,"['pus', 'sup', 'ups']"
superfluous,4.53,4.45,1,['superfluous']
superintendent,4.86,3.24,1,['superintendent']
superiority,4.95,5.48,1,['superiority']
supermodel,5.53,6.09,0,[]
